origin_age_data_id,avg,cards,gender,merchants,txs
79557,26.9125,3,M,3,4
79558,42.3275,4,M,4,4
79558,6.3,0,filtered,0,2
79560,43.97,3,F,3,3
79560,26.91,0,filtered,0,1
79561,76.60875,0,filtered,0,8
79563,23.1775,4,F,6,8
79563,33.39615,5,M,9,13
79564,12.41333,3,F,3,6
79564,19.54,0,filtered,0,4
79566,9.22778,4,F,4,9
79566,40.75857,3,M,3,7
79567,25.385,0,filtered,0,8
79568,41.56667,3,F,3,3
79568,20.47,0,filtered,0,1
79570,37.13714,0,filtered,0,7
79571,37.14222,7,F,6,9
79571,37.89,0,filtered,0,2
79573,8.6725,3,M,4,4
79573,6.88,0,filtered,0,2
79574,32.27556,3,F,5,9
79574,47.5275,7,M,7,8
79576,33.78625,0,filtered,0,8
79577,45.26333,3,F,3,3
79577,31.31,0,filtered,0,1
79579,19.96,11,M,4,14
79579,31.34,0,filtered,0,1
79580,40.58667,3,F,3,3
79580,23.99444,0,filtered,0,9
79582,32.48,4,F,3,5
79582,36.965,0,filtered,0,2
79583,23.856,4,F,3,5
79583,32.9775,0,filtered,0,4
79585,17.06479,65,F,50,117
79585,17.75516,72,M,45,128
79586,21.4607,217,F,127,329
79586,24.74303,273,M,130,399
79587,25.03953,179,F,132,278
79587,26.93873,244,M,115,307
79588,34.17018,82,F,70,113
79588,35.19324,133,M,71,185
79589,27.88563,37,F,36,48
79589,29.76357,50,M,30,70
79590,36.57917,25,F,25,36
79590,33.20278,24,M,16,36
79591,16.23946,37,F,33,92
79591,23.11651,40,M,35,83
79592,26.74742,179,F,101,434
79592,25.79697,168,M,84,393
79593,29.41649,202,F,149,626
79593,35.39318,217,M,119,559
79594,33.41755,222,F,163,910
79594,32.6778,156,M,101,554
79595,40.63303,179,F,134,538
79595,41.53645,162,M,99,476
79596,46.17943,279,F,153,992
79596,46.88786,234,M,135,673
79597,20.10417,8,F,11,12
79597,26.19441,18,M,18,34
79598,24.99135,49,F,40,89
79598,29.28395,60,M,36,81
79599,34.35442,89,F,73,190
79599,37.64833,60,M,53,120
79600,48.26516,95,F,73,184
79600,44.3615,65,M,40,107
79601,47.32214,55,F,45,112
79601,46.02507,38,M,23,67
79602,43.44922,56,F,39,115
79602,54.31619,65,M,37,113
79603,32.917,7,F,7,10
79603,34.83571,7,M,7,7
79604,31.59103,40,F,30,58
79604,27.31092,39,M,30,65
79605,24.64872,58,F,58,109
79605,38.04405,35,M,21,42
79606,42.47067,38,F,37,75
79606,46.61431,40,M,32,58
79607,43.79255,32,F,26,51
79607,77.13419,21,M,18,31
79608,67.09897,18,F,21,29
79608,76.99129,23,M,16,31
79609,14.3925,5,F,7,8
79609,57.76818,7,M,8,11
79610,35.82538,23,F,18,26
79610,26.23567,20,M,14,30
79611,32.82091,20,F,23,33
79611,93.16129,23,M,19,31
79612,46.99667,20,F,22,42
79612,32.42849,28,M,23,53
79613,85.35379,14,F,17,29
79613,86.4828,12,M,15,25
79614,60.63053,10,F,9,19
79614,53.245,6,M,5,8
79615,38.425,4,F,3,4
79615,7.615,0,filtered,0,2
79616,28.57945,0,filtered,0,18
79617,54.94462,111,U,87,210
79619,20.665,4,F,4,4
79619,30.79,0,filtered,0,1
79620,45.09286,6,F,6,7
79620,17.97857,5,M,5,7
79621,38.23667,7,F,7,12
79621,31.94917,6,M,11,12
79622,47.32487,15,F,19,39
79622,114.356,7,M,9,10
79623,88.55143,5,F,6,7
79623,36.98375,4,M,7,8
79624,271.17,5,F,8,9
79624,374.745,0,filtered,0,2
79625,41.65429,6,F,6,7
79625,62.8725,7,M,7,16
79626,28.91317,42,F,35,63
79626,28.38588,23,M,18,34
79627,33.98385,12,F,10,13
79627,40.445,6,M,4,6
79628,42.84889,5,F,6,9
79628,53.1375,7,M,7,8
79629,15.57125,5,F,5,8
79629,5.7975,3,M,3,4
79630,30.947,8,F,9,10
79630,15.92469,17,M,16,32
79631,17.37697,20,F,17,33
79631,29.80333,9,M,11,18
79632,27.24282,15,F,21,39
79632,43.4248,14,M,11,25
79633,33.08857,5,F,3,7
79633,101.73,0,filtered,0,1
79635,36.10364,9,F,8,11
79635,16.27667,3,M,3,3
79636,63.4725,4,F,4,4
79636,122.363,8,M,7,10
79637,47.986,9,F,8,10
79637,49.50111,9,M,7,9
79638,21.955,3,F,4,4
79638,24.49643,6,M,9,14
79639,60.13364,3,F,3,11
79639,40.82,3,M,3,4
79641,26.68889,11,F,9,18
79641,14.97308,12,M,12,13
79642,33.68615,8,F,8,13
79642,22.88111,6,M,5,9
79643,29.54571,6,F,6,7
79643,31.53875,7,M,7,8
79644,48.10333,6,F,5,6
79644,29.13,0,filtered,0,9
79645,376.52333,3,M,3,3
79645,302.47,0,filtered,0,1
79646,17.53533,9,F,13,15
79646,69.66,5,M,5,16
79647,35.13143,9,F,10,14
79647,31.31733,12,M,13,15
79648,13.67667,5,F,6,6
79648,59.70375,5,M,7,8
79650,36,0,filtered,0,4
79651,96.45333,6,F,4,6
79651,60.68125,5,M,8,8
79652,45.145,8,F,10,12
79652,75.275,4,M,3,4
79653,107.47333,3,F,4,6
79653,22.9825,3,M,3,4
79654,42.29667,3,M,3,3
79654,64.54,0,filtered,0,1
79656,35.417,6,F,4,10
79656,38.812,5,M,3,5
79657,81.972,7,F,5,10
79657,25.90917,8,M,4,12
79658,15.11846,4,F,6,13
79658,32.87333,5,M,3,6
79659,35.4375,4,F,4,4
79659,55.98625,0,filtered,0,8
79661,12.10667,3,F,3,3
79661,14.29333,3,M,3,3
79662,41.7325,3,M,4,4
79662,2.35,0,filtered,0,1
79663,26.44364,7,F,7,11
79663,69.42667,4,M,4,6
79664,300.798,0,filtered,0,5
79666,14.535,11,M,9,16
79666,28.172,0,filtered,0,5
79667,38.06375,10,F,6,16
79667,42.38692,9,M,4,13
79668,25.07667,5,F,6,9
79668,19.21769,7,M,6,13
79669,45.09333,0,filtered,0,3
79671,22.38929,4,F,8,14
79671,31.7575,0,filtered,0,4
79672,45.15714,5,F,7,7
79672,21.48375,5,M,5,8
79673,41.7375,4,F,3,4
79673,30.98333,0,filtered,0,6
79674,28.3725,4,M,3,4
79674,36.6125,0,filtered,0,4
79675,18.04897,3,F,12,29
79675,46.015,4,M,3,4
79676,8.91,3,M,3,3
79677,14.49667,3,M,5,6
79677,4.125,0,filtered,0,2
79678,18.66556,7,F,8,9
79678,13.1625,4,M,4,4
79679,31.41,0,filtered,0,3
79680,45.728,3,F,3,5
79680,125.512,4,M,4,5
79681,32.72333,0,filtered,0,12
79682,97.78667,0,filtered,0,6
79683,14.4975,0,filtered,0,4
79684,30.83833,5,M,4,6
79684,22.475,0,filtered,0,10
79685,256.33667,0,filtered,0,6
79687,46.385,3,F,4,4
79687,16.95,0,filtered,0,3
79688,19.63715,0,filtered,0,7
79689,281.8225,0,filtered,0,4
79691,13.614,5,F,5,5
79691,138.95375,5,M,6,8
79692,16.94818,0,filtered,0,11
79693,28.88,0,filtered,0,4
79694,12.42,3,M,3,3
79696,55.48286,10,F,10,14
79696,17.63,4,M,5,7
79697,19.95429,6,F,6,7
79697,21.515,0,filtered,0,2
79698,16.36,8,M,7,18
79698,35.72,0,filtered,0,1
79699,18.05333,0,filtered,0,3
79701,20.33333,5,M,4,6
79701,19.37,0,filtered,0,1
79702,28.9615,16,F,10,20
79702,18.87,0,filtered,0,9
79703,30.17615,8,M,5,13
79703,14.94,0,filtered,0,2
79704,15.90167,4,M,3,6
79706,13.02167,0,filtered,0,6
79707,42.8,7,F,8,9
79707,13.8125,4,M,4,4
79708,19.42,5,F,6,6
79708,26.55444,8,M,7,9
79709,45.83,5,F,5,7
79709,37.65,0,filtered,0,2
79711,21.53625,4,F,4,8
79711,16.93,6,M,8,13
79712,13.64667,3,F,3,3
79712,25.60714,6,M,6,7
79713,30.196,0,filtered,0,5
79714,52.249,7,M,4,10
79714,10.33,0,filtered,0,1
79716,18.07833,4,F,4,6
79716,16.64571,6,M,9,14
79717,14.89667,6,F,6,6
79717,27.568,5,M,5,5
79718,10.52571,3,M,6,21
79718,191.895,0,filtered,0,2
79720,8.182,5,F,5,5
79721,23.68214,6,F,11,14
79721,17.5725,6,M,8,8
79722,27.6175,4,F,4,4
79722,44.57111,7,M,7,9
79723,23.95667,3,F,3,3
79723,20.724,3,M,4,10
79724,10.875,4,F,4,4
79725,30.46571,5,M,7,7
79725,19.81143,0,filtered,0,7
79726,14.526,5,F,4,5
79726,92.86833,6,M,5,6
79727,24.9375,6,M,6,8
79727,8.76,0,filtered,0,1
79728,21.844,4,M,5,5
79730,32.77333,3,F,3,3
79730,22.64059,6,M,8,17
79731,19.03667,3,F,3,3
79731,22.81,6,M,6,8
79732,49.72727,6,F,6,11
79734,16.49333,3,F,3,3
79734,17.46,0,filtered,0,3
79735,36.8875,4,F,4,4
79735,22.43778,7,M,4,9
79736,36.69667,6,M,4,9
79736,51.36333,0,filtered,0,3
79738,12.798,6,E,6,10
79739,20.306,4,F,4,5
79739,12.919,3,M,6,10
79740,17.10364,6,F,8,11
79740,29.65,0,filtered,0,2
79741,28.544,0,filtered,0,5
79742,36.79286,5,M,6,7
79742,29.545,0,filtered,0,2
79743,40.174,0,filtered,0,5
79745,23.884,4,F,3,5
79745,26.07,0,filtered,0,2
79746,18.8875,4,F,3,4
79746,21.804,0,filtered,0,5
79747,43.575,3,F,3,6
79747,34.43667,8,M,4,9
79749,27.99727,3,F,6,11
79750,23.47333,3,F,3,3
79750,104.645,0,filtered,0,2
79751,18.35923,4,M,5,13
79751,395.23,0,filtered,0,1
79753,32.882,4,F,3,5
79753,15.88,10,M,3,12
79754,51.725,0,filtered,0,6
79756,14.97556,8,F,9,9
79756,25.902,7,M,5,10
79757,29.03333,0,filtered,0,3
79758,50.135,0,filtered,0,4
79760,29.52333,3,F,3,3
79760,26.8925,6,M,5,8
79761,46.52833,0,filtered,0,12
79763,7.8,0,filtered,0,3
79764,33.77,7,F,9,13
79764,14.005,3,M,3,4
79765,14.65313,10,F,13,16
79765,5.38,0,filtered,0,1
79766,28.06,5,M,4,5
79769,23.7225,4,F,4,8
79769,36.10333,3,M,5,6
79770,27.517,3,F,7,10
79770,48.425,0,filtered,0,2
79771,15.93286,3,M,3,7
79771,20.82,0,filtered,0,1
79773,55.364,0,filtered,0,5
79774,53.468,0,filtered,0,10
79776,34.684,9,M,8,10
79776,21.045,0,filtered,0,2
79777,103.256,0,filtered,0,5
79779,30.875,3,M,3,4
79779,22.33,0,filtered,0,1
79781,27.92857,5,M,6,7
79781,32.652,0,filtered,0,10
79782,19.892,3,F,3,5
79782,28.40286,3,M,5,7
79783,31.09333,0,filtered,0,3
79785,13.865,0,filtered,0,4
79786,20.26,3,F,3,4
79786,19.70286,0,filtered,0,7
79787,25.29889,7,F,7,9
79787,30.61286,6,M,6,7
79788,27.132,3,F,3,5
79788,19.92,3,M,3,3
79790,47.034,7,F,9,10
79790,10.25,0,filtered,0,1
79791,69.78,4,M,4,4
79791,51.725,0,filtered,0,2
79793,14.178,4,F,4,5
79793,48.005,0,filtered,0,2
79794,28.366,5,F,5,5
79794,38.29875,5,M,5,8
79795,8.95667,3,F,3,3
79795,23.61667,3,M,3,3
79797,25.10636,3,F,5,11
79797,18.44667,3,M,4,6
79799,56.4675,3,F,4,4
79799,72.75,4,M,3,4
79800,28.08,0,filtered,0,3
79801,10.99333,0,filtered,0,3
79803,25.31714,6,F,5,7
79803,31.01889,0,filtered,0,9
79804,25.4675,0,filtered,0,8
79806,55.0125,3,F,4,8
79806,9.91,0,filtered,0,1
79808,28.52,0,filtered,0,4
79809,12.705,4,M,4,4
79809,10.595,0,filtered,0,2
79810,43,0,filtered,0,3
79811,42.87,3,M,3,3
79811,318.79,0,filtered,0,1
79813,22.38375,4,M,6,8
79813,19.57,0,filtered,0,1
79814,20.22,3,F,3,3
79814,18.54571,7,M,4,7
79815,22.36,3,M,3,4
79815,15.64143,0,filtered,0,7
79817,15.15969,83,F,53,130
79817,16.61686,84,M,52,172
79818,21.20942,203,F,113,310
79818,21.92105,300,M,143,493
79819,27.21588,204,F,129,284
79819,24.13052,225,M,123,307
79820,32.5341,102,F,75,134
79820,32.79764,125,M,76,178
79821,29.01667,40,F,39,57
79821,37.73157,59,M,43,89
79822,36.12061,26,F,22,33
79822,44.34925,26,M,19,40
79823,18.99948,33,F,44,116
79823,17.03955,32,M,27,66
79824,27.30353,182,F,111,439
79824,23.96304,162,M,77,372
79825,29.41899,207,F,149,696
79825,35.11576,213,M,113,540
79826,34.26597,219,F,139,827
79826,31.70085,174,M,102,556
79827,41.09116,170,F,114,507
79827,39.72268,134,M,81,411
79828,43.04627,300,F,147,1028
79828,51.95696,255,M,128,716
79829,34.36231,9,F,11,13
79829,22.41714,17,M,13,21
79830,46.83509,56,F,44,108
79830,26.4354,56,M,36,87
79831,27.32399,84,F,60,193
79831,32.01291,60,M,41,110
79832,44.79518,91,F,56,164
79832,38.18656,53,M,43,90
79833,38.81183,60,F,56,126
79833,46.77337,45,M,31,83
79834,47.46477,53,F,39,107
79834,87.85216,64,M,40,102
79835,17.30333,5,F,4,6
79835,13.315,3,M,4,4
79836,27.53462,27,F,23,39
79836,26.20135,32,M,20,52
79837,37.10694,53,F,44,85
79837,28.85113,33,M,26,53
79838,45.05785,57,F,45,93
79838,40.43694,42,M,31,62
79839,34.08485,21,F,21,33
79839,110.51771,22,M,21,35
79840,51.1975,23,F,26,32
79840,69.02194,24,M,20,31
79841,19.53857,6,F,6,7
79841,40.00182,6,M,7,11
79842,57.48818,11,F,9,11
79842,42.85136,17,M,13,22
79843,31.4185,19,F,23,40
79843,45.97424,22,M,19,33
79844,56.15743,24,F,20,35
79844,30.53267,20,M,16,30
79845,130.93333,18,F,13,36
79845,112.58606,22,M,16,33
79846,46.77619,8,F,10,21
79846,72.39875,7,M,7,8
79847,10.11667,3,M,3,3
79847,15.72,0,filtered,0,1
79848,19.335,6,F,6,10
79848,24.48778,4,M,5,9
79849,19.26333,0,filtered,0,3
79850,54.55,3,F,3,3
79850,28.93,0,filtered,0,2
79851,55.76818,111,U,93,236
79853,22.96833,0,filtered,0,6
79854,29.145,7,F,13,14
79854,38.55,0,filtered,0,1
79855,158.43412,10,F,12,17
79855,24.20154,7,M,10,13
79856,38.1715,14,F,19,40
79856,136.54882,11,M,11,17
79857,40.63944,11,F,14,18
79857,28.96,6,M,6,7
79858,150.03143,3,F,6,7
79858,177.10667,6,M,5,6
79859,15.155,6,F,5,8
79859,108.92667,6,M,6,6
79860,26.90267,10,F,12,15
79860,26.1971,16,M,13,31
79861,18.2529,15,F,13,31
79861,23.50455,18,M,16,33
79862,36.49031,15,F,21,32
79862,30.12474,12,M,11,19
79863,49.09778,5,F,5,9
79863,54.51333,0,filtered,0,3
79864,130.5875,0,filtered,0,4
79865,14.202,0,filtered,0,5
79866,37.51429,4,F,3,7
79866,50.024,9,M,8,15
79867,29.99644,36,F,33,59
79867,32.21387,20,M,16,31
79868,27.27214,10,F,9,14
79868,19.334,5,M,4,5
79869,60.476,3,F,4,5
79869,38.322,5,M,5,5
79871,21.92,0,filtered,0,5
79872,42.68621,14,F,17,29
79872,17.10833,5,M,6,6
79873,25.725,10,F,10,22
79873,44.49083,10,M,7,12
79874,29.66875,7,M,8,8
79874,208.0525,0,filtered,0,4
79875,94.798,5,F,4,5
79875,25.93875,4,M,6,16
79877,17.955,3,M,3,4
79877,21.21,0,filtered,0,1
79878,22.655,5,F,8,10
79878,33.54,0,filtered,0,1
79879,18.55,3,F,3,3
79879,32.09667,0,filtered,0,3
79880,30.91583,3,F,8,12
79880,1010.87,0,filtered,0,2
79882,25.51,0,filtered,0,4
79883,21.6495,12,M,7,20
79883,16.55,0,filtered,0,2
79884,26.18083,7,F,7,12
79884,29.74,13,M,4,13
79885,38.80889,5,F,8,9
79885,20.3625,0,filtered,0,4
79886,665.36,3,F,3,3
79886,33.18,0,filtered,0,1
79887,48.0025,3,F,3,4
79888,69.28,0,filtered,0,9
79889,45.02143,5,F,5,7
79889,21.754,0,filtered,0,15
79890,25.14867,4,F,10,15
79890,165.105,4,M,3,4
79891,66.5175,7,M,4,16
79891,29.32333,0,filtered,0,3
79893,65.05,4,F,4,4
79893,24.87,6,M,5,7
79895,17.55818,7,F,9,11
79895,34.71333,4,M,6,6
79896,10.9,4,F,3,4
79896,22.517,9,M,9,10
79897,34.48833,3,M,5,6
79897,79.04,0,filtered,0,2
79898,59.41833,0,filtered,0,6
79900,21.00857,10,F,12,14
79900,22.75,4,M,4,4
79901,15.79,3,M,3,3
79901,27.36,0,filtered,0,1
79902,17.9125,3,F,3,4
79902,44.18333,3,M,3,3
79903,208.21667,3,M,3,3
79903,24.95333,0,filtered,0,3
79905,98.54167,5,M,3,6
79905,11.04667,0,filtered,0,3
79906,49.488,5,F,4,5
79906,14.5625,4,M,4,8
79907,30.16778,8,M,4,9
79907,1662.63,0,filtered,0,1
79909,17.37556,8,F,9,9
79909,21.04375,7,M,6,8
79910,11.962,5,F,4,5
79910,20.348,7,M,6,10
79911,62.275,8,F,9,10
79911,31.052,8,M,7,10
79912,92.666,5,F,4,5
79912,36.225,7,M,7,10
79913,31.434,3,F,5,5
79913,38.85,0,filtered,0,3
79915,32.76333,3,F,3,3
79915,10.322,3,M,4,5
79916,67.91786,11,F,12,14
79916,30.355,6,M,8,10
79917,27.44,3,F,5,6
79917,46.77,4,M,4,4
79918,87.56857,4,F,5,7
79918,68.96,0,filtered,0,1
79920,14.46,10,F,11,12
79920,24.82267,4,M,4,15
79921,21.58318,7,F,13,22
79921,22.34875,6,M,7,8
79922,84.4775,4,F,4,4
79922,45.83818,6,M,9,11
79923,67.47667,3,M,3,3
79923,15.26333,0,filtered,0,3
79925,7.974,5,F,3,5
79925,18.48833,5,M,6,6
79926,39.07333,12,F,10,15
79926,95.941,8,M,10,10
79927,33.025,5,F,8,8
79927,23.582,0,filtered,0,5
79929,8.57556,6,E,4,9
79930,6.39333,0,filtered,0,3
79931,19.45375,6,F,7,8
79931,22.955,0,filtered,0,4
79932,41.86333,3,M,3,3
79932,28.6,0,filtered,0,2
79933,38.67667,0,filtered,0,3
79934,17.185,4,M,4,4
79934,41.865,0,filtered,0,2
79935,51.4725,4,F,4,4
79935,382.97,0,filtered,0,2
79936,26.1725,7,F,7,8
79936,26.595,0,filtered,0,2
79937,11.63,3,F,3,4
79937,53.07667,3,M,3,3
79938,52.07091,7,F,10,11
79938,63.10333,7,M,7,9
79940,39.008,4,M,4,5
79940,7.92,0,filtered,0,1
79941,50.95364,5,M,4,11
79941,37.94,0,filtered,0,1
79942,13.73667,3,F,4,6
79942,79.7575,0,filtered,0,4
79943,66.71166,0,filtered,0,6
79945,66.97429,7,F,7,7
79945,22.67923,3,M,3,13
79946,19.676,5,F,5,5
79946,7.88333,0,filtered,0,3
79947,83.46,3,F,3,5
79947,39.645,0,filtered,0,2
79949,7.05667,5,F,6,6
79949,17.2675,0,filtered,0,12
79950,15.63333,3,F,3,3
79950,36.32625,3,M,5,8
79951,23.74833,3,M,3,6
79951,20.13,0,filtered,0,3
79952,19.54143,4,M,3,7
79954,28.24,4,F,7,7
79954,15.63765,5,M,8,17
79955,44.988,5,F,4,5
79955,27.655,0,filtered,0,2
79956,13.2105,4,M,8,20
79956,35.36333,0,filtered,0,3
79957,79.51,3,M,3,3
79959,26.566,5,F,3,5
79959,19.79538,11,M,4,13
79960,79.873,9,M,4,10
79960,29.49,0,filtered,0,2
79962,31.11143,3,F,4,7
79962,22.83,0,filtered,0,2
79963,32.60667,5,F,5,6
79963,23.41625,5,M,3,8
79964,23.11,4,M,3,5
79964,40.49857,0,filtered,0,7
79966,14.435,4,F,3,4
79966,19.312,6,M,9,10
79967,16.61571,6,F,11,14
79967,21.50667,3,M,3,3
79969,18.812,3,F,5,5
79969,27.474,5,M,8,10
79970,34.78,0,filtered,0,10
79971,32.634,3,M,3,5
79971,350.58,0,filtered,0,1
79973,25.05125,5,M,5,8
79973,15.56,0,filtered,0,1
79974,25.72778,7,M,5,9
79974,16.00333,0,filtered,0,3
79975,13.65467,12,F,4,15
79975,21.12429,0,filtered,0,7
79976,16.30042,9,M,6,24
79976,11.1175,0,filtered,0,4
79978,34.27333,0,filtered,0,3
79979,26.9075,3,F,4,4
79979,19,0,filtered,0,2
79980,79.72286,4,F,6,7
79980,25.84444,7,M,5,9
79981,30.898,0,filtered,0,5
79983,27.934,3,M,3,5
79983,20.35,0,filtered,0,7
79984,30.93,5,F,4,6
79984,32.91,3,M,3,3
79985,24.966,5,F,5,5
79985,36.455,0,filtered,0,2
79986,19.39,3,M,5,6
79988,15.545,0,filtered,0,6
79989,16.51333,0,filtered,0,6
79990,28.568,0,filtered,0,5
79991,54.908,4,F,5,5
79991,20.91333,3,M,3,3
79992,72.88,0,filtered,0,5
79994,11.82,3,F,4,4
79994,17.48111,5,M,6,9
79995,19.31625,4,F,8,8
79995,31.88273,9,M,8,11
79996,61.505,0,filtered,0,4
79997,26.94667,0,filtered,0,3
79999,38.8975,3,F,4,4
79999,21.1625,4,M,4,4
80000,24.336,4,F,5,5
80000,26.91,5,M,5,7
80001,90.0375,3,M,3,4
80001,43.56,0,filtered,0,1
80003,11.97333,3,F,3,3
80003,16.29,0,filtered,0,1
80004,61.36667,0,filtered,0,3
80005,18.838,4,M,5,5
80005,29.335,0,filtered,0,4
80006,35.01364,7,F,6,11
80006,25.95167,4,M,3,6
80008,14.46333,5,F,6,6
80008,61.946,4,M,4,5
80009,82.044,5,M,5,5
80009,11.73,0,filtered,0,3
80011,26.93333,5,F,5,6
80011,71.76333,4,M,5,6
80012,12.95889,6,M,9,9
80012,32.235,0,filtered,0,2
80014,23.98667,3,F,3,3
80014,18.20571,5,M,9,14
80015,46.68429,3,F,5,7
80015,28.49667,0,filtered,0,3
80016,17.005,4,F,4,4
80016,32.46,0,filtered,0,2
80018,33.98333,5,F,8,12
80018,13.97,0,filtered,0,1
80019,19.38,0,filtered,0,8
80021,22.9225,5,F,7,8
80022,13.30857,6,F,6,7
80022,20.074,5,M,4,5
80023,23.60385,3,M,5,13
80023,65.29,0,filtered,0,1
80025,30.1,3,F,3,4
80025,29.55,6,M,6,7
80026,29.465,0,filtered,0,6
80027,54.07667,3,M,3,3
80027,38.81,0,filtered,0,1
80029,13.81667,3,M,3,3
80029,33.94,0,filtered,0,2
80030,22.94364,7,F,8,11
80030,59.988,5,M,5,5
80031,14.17333,0,filtered,0,3
80033,12.56333,3,F,3,3
80033,5.22333,3,M,3,3
80034,5.495,0,filtered,0,4
80036,17.035,3,M,3,4
80036,14.07,0,filtered,0,1
80037,14.558,5,F,5,5
80037,23.27,8,M,6,10
80038,27.02333,3,F,3,3
80038,34.51,0,filtered,0,2
80040,17.11143,4,F,4,7
80040,56.64,0,filtered,0,3
80042,10.95125,8,F,8,8
80042,19.13333,5,M,5,6
80043,11.285,0,filtered,0,4
80044,26.76333,6,M,8,15
80044,16.685,0,filtered,0,2
80046,17.0075,0,filtered,0,4
80047,47.03222,4,F,5,9
80047,41.15,0,filtered,0,1
80050,21.264,3,F,3,5
80050,51.12,0,filtered,0,1
80052,14.32762,82,F,62,147
80052,20.21093,88,M,55,161
80053,23.13119,227,F,150,303
80053,25.16252,291,M,122,441
80054,25.97049,183,F,113,285
80054,29.13997,239,M,127,341
80055,30.70772,84,F,68,114
80055,32.42416,116,M,64,137
80056,32.9536,41,F,30,50
80056,35.94459,66,M,35,74
80057,60.2463,31,F,31,54
80057,33.93167,24,M,16,36
80058,23.75731,37,F,32,78
80058,17.90064,45,M,35,109
80059,25.11481,175,F,122,428
80059,30.53343,171,M,87,429
80060,32.23629,232,F,162,700
80060,37.55592,218,M,132,561
80061,40.40125,233,F,162,826
80061,36.43772,188,M,118,543
80062,42.81405,178,F,140,573
80062,40.82277,168,M,94,512
80063,46.66694,316,F,155,1175
80063,47.07666,287,M,141,847
80064,75.83941,10,F,12,17
80064,22.6625,13,M,13,20
80065,27.52929,55,F,50,99
80065,37.60605,57,M,36,86
80066,33.03853,93,F,79,190
80066,28.28433,48,M,37,97
80067,47.41835,92,F,61,170
80067,36.20792,70,M,41,101
80068,44.8095,71,F,54,140
80068,56.93877,45,M,36,81
80069,41.63229,71,F,52,131
80069,44.90456,67,M,35,125
80070,34.42929,11,F,12,14
80070,13.57167,5,M,4,6
80071,26.81262,32,F,29,42
80071,25.40647,35,M,30,68
80072,28.59488,53,F,46,86
80072,34.49,38,M,26,54
80073,35.82317,48,F,43,82
80073,40.49122,45,M,34,74
80074,42.664,23,F,20,35
80074,66.28149,30,M,28,47
80075,62.21833,17,F,16,24
80075,85.86,24,M,17,28
80076,12.6275,4,F,4,4
80077,15.78286,4,M,4,7
80077,1515.7,0,filtered,0,1
80078,51.21,3,F,9,12
80079,57.96524,130,U,103,269
80081,21.639,8,F,6,10
80081,42.23625,8,M,6,16
80082,32.52182,18,F,10,22
80082,34.14,11,M,9,13
80083,34.75302,24,F,26,43
80083,34.94289,26,M,23,38
80084,40.15216,22,F,21,37
80084,39.29657,28,M,20,35
80085,116.30806,18,F,19,31
80085,84.82538,19,M,14,26
80086,64.9152,8,F,8,25
80086,154.68333,13,M,13,15
80087,24.44067,9,F,9,15
80087,61.01533,6,M,9,15
80088,50.2538,43,F,40,71
80088,36.68038,22,M,17,26
80089,27.50933,11,F,8,15
80089,101.16,7,M,8,9
80090,40.04571,6,F,5,7
80090,38.29818,6,M,8,11
80091,104.24,0,filtered,0,3
80093,13.30333,3,F,3,3
80093,12.95,3,M,3,4
80094,18.21375,6,F,8,8
80094,9.33,0,filtered,0,2
80095,86.16308,9,F,12,13
80095,31.61444,8,M,14,18
80096,51.35656,14,F,22,32
80096,25.15,4,M,5,5
80097,65.35391,19,F,17,23
80097,47.73455,8,M,8,11
80098,158.707,6,F,10,10
80098,42.47667,5,M,6,6
80099,23.065,6,F,6,8
80099,9.83667,0,filtered,0,3
80100,30.79789,14,F,18,19
80100,18.31486,23,M,20,35
80101,22.836,25,F,20,35
80101,21.77136,26,M,17,44
80102,36.36378,18,F,24,37
80102,27.77444,12,M,11,18
80103,42.67,6,F,8,11
80103,28.44143,5,M,6,7
80104,106.99667,3,F,3,3
80104,43.92333,3,M,3,3
80105,19.28333,3,M,3,3
80105,8.48667,0,filtered,0,3
80106,42.28,12,F,14,23
80106,18.84368,10,M,7,19
80107,40.45,6,F,7,10
80107,29.837,7,M,8,10
80108,43.177,6,F,9,10
80108,15.7575,10,M,9,12
80109,53.0825,4,F,4,4
80109,32.33333,5,M,6,12
80110,59.73572,0,filtered,0,7
80111,57.93,0,filtered,0,4
80112,48.14833,0,filtered,0,6
80113,41.564,7,F,8,10
80113,28.26733,9,M,4,15
80114,24.17652,7,F,12,23
80114,24.462,0,filtered,0,5
80115,49.22533,0,filtered,0,15
80117,56.825,4,F,3,6
80117,4.9,0,filtered,0,2
80118,14.62,3,F,4,4
80118,37.65,3,M,3,3
80119,400.35333,3,M,3,3
80119,42.442,0,filtered,0,5
80120,45.32714,6,F,3,7
80120,6.21,0,filtered,0,1
80122,13.0825,0,filtered,0,4
80123,21.33125,5,F,8,8
80123,24.56214,7,M,7,14
80124,16.35571,11,F,14,21
80124,41.75286,11,M,8,14
80125,38.6825,3,F,4,4
80125,36.60111,6,M,7,9
80127,87.31,6,F,7,7
80127,34.99625,4,M,7,8
80128,44.12333,6,F,9,12
80128,44.0525,6,M,4,8
80129,28.78333,3,M,3,3
80129,66.02667,0,filtered,0,3
80130,39.262,0,filtered,0,5
80132,15.534,7,F,8,10
80132,20.40571,6,M,7,7
80133,19.565,4,F,4,4
80133,24.61222,0,filtered,0,9
80134,32.51,6,F,6,7
80134,67.88857,7,M,7,7
80135,37.315,5,F,5,6
80135,39.29875,5,M,6,8
