id,avg,cards,age,merchants,txs,zipcode_id,date,origin_zipcode
80870,37.09489,207,35-44,28,272,277,201503,28050
80871,37.47822,76,45-54,12,124,277,201503,28050
80872,42.44731,0,filtered,0,26,277,201503,28050
80873,14.08,3,<=24,3,3,277,201503,28054
80874,62.69702,26,25-34,32,47,277,201503,28054
80875,42.84921,81,35-44,65,102,277,201503,28054
80876,57.49553,48,45-54,43,76,277,201503,28054
80877,50.24044,15,55-64,19,23,277,201503,28054
80878,58.6525,4,>=65,4,4,277,201503,28054
80879,19.86357,8,<=24,11,14,277,201503,28011
80880,35.79853,48,25-34,48,75,277,201503,28011
80881,65.48352,35,35-44,35,54,277,201503,28011
80882,35.46874,40,45-54,42,71,277,201503,28011
80883,75.59972,19,55-64,20,36,277,201503,28011
80884,50.255,10,>=65,8,16,277,201503,28011
80885,14.97381,6,<=24,11,21,277,201503,28024
80886,24.39072,42,25-34,45,69,277,201503,28024
80887,49.97407,40,35-44,34,54,277,201503,28024
80888,34.05604,45,45-54,36,86,277,201503,28024
80889,34.28,25,55-64,23,39,277,201503,28024
80890,63.48595,34,>=65,28,47,277,201503,28024
80891,35.65294,10,<=24,14,17,277,201503,28026
80892,42.01823,32,25-34,28,34,277,201503,28026
80893,45.76544,37,35-44,32,57,277,201503,28026
80894,49.89512,35,45-54,24,41,277,201503,28026
80895,62.39458,17,55-64,17,24,277,201503,28026
80896,58.588,10,>=65,11,15,277,201503,28026
80897,44.74833,8,25-34,9,12,277,201503,28022
80898,215.40343,15,35-44,13,35,277,201503,28022
80899,52.55417,7,45-54,12,12,277,201503,28022
80900,20.85,0,filtered,0,3,277,201503,28022
80901,35.81491,34,25-34,37,53,277,201503,28041
80902,34.36192,44,35-44,51,73,277,201503,28041
80903,36.45945,32,45-54,35,55,277,201503,28041
80904,108.64,10,55-64,11,12,277,201503,28041
80905,77.33285,5,>=65,5,7,277,201503,28041
80906,56.39,0,filtered,0,2,277,201503,28041
80907,93.81583,7,25-34,9,12,277,201503,28915
80908,52.65286,10,35-44,8,14,277,201503,28915
80909,43.55,6,45-54,6,6,277,201503,28915
80910,45.39,3,55-64,4,4,277,201503,28915
80911,409.36214,8,>=65,8,14,277,201503,28915
80912,24.66,0,filtered,0,1,277,201503,28915
80913,19.83318,21,25-34,27,44,277,201503,28045
80914,33.37423,29,35-44,29,52,277,201503,28045
80915,31.90939,28,45-54,32,66,277,201503,28045
80916,221.80834,11,55-64,12,12,277,201503,28045
80917,50.69,5,<=24,6,7,277,201503,28045
80918,39.202,4,>=65,5,5,277,201503,28045
80919,16.824,8,<=24,3,10,277,201503,28670
80920,38.61742,24,25-34,9,31,277,201503,28670
80921,46.54488,24,35-44,3,39,277,201503,28670
80922,42.59517,19,55-64,3,29,277,201503,28670
80923,39.00312,0,filtered,0,64,277,201503,28670
80924,28.646,5,<=24,5,5,277,201503,28005
80925,19.42237,32,25-34,33,59,277,201503,28005
80926,24.848,28,35-44,27,50,277,201503,28005
80927,27.10422,33,45-54,28,45,277,201503,28005
80928,49.9288,25,55-64,25,42,277,201503,28005
80929,51.88222,16,>=65,15,18,277,201503,28005
80930,44.51667,3,<=24,3,3,277,201503,28021
80931,33.46526,16,25-34,17,19,277,201503,28021
80932,36.67692,38,35-44,35,52,277,201503,28021
80933,63.387,18,45-54,26,30,277,201503,28021
80934,46.77,3,>=65,3,3,277,201503,28021
80935,38.94,0,filtered,0,2,277,201503,28021
80936,17.982,5,<=24,5,5,277,201503,28008
80937,29.51111,12,25-34,16,18,277,201503,28008
80938,37.029,17,35-44,19,20,277,201503,28008
80939,39.29264,13,45-54,26,53,277,201503,28008
80940,78.58,5,55-64,7,13,277,201503,28008
80941,16.8075,3,>=65,3,4,277,201503,28008
80942,13.96772,15,25-34,18,22,277,201503,28039
80943,25.56538,10,35-44,12,13,277,201503,28039
80944,45.53875,8,45-54,6,8,277,201503,28039
80945,65.96375,5,55-64,7,8,277,201503,28039
80946,703.34,0,filtered,0,4,277,201503,28039
80947,275.20167,4,25-34,5,6,277,201503,28911
80948,176.03917,0,filtered,0,12,277,201503,28911
80949,20.70875,15,25-34,20,24,277,201503,28017
80950,47.20938,24,35-44,25,32,277,201503,28017
80951,57.73077,10,45-54,11,13,277,201503,28017
80952,96.38833,3,55-64,4,6,277,201503,28017
80953,35.13,3,>=65,3,3,277,201503,28017
80954,22.776,0,filtered,0,5,277,201503,28017
80955,27.19556,7,25-34,6,9,277,201503,28223
80956,130.34883,12,35-44,12,17,277,201503,28223
80957,33.74,11,45-54,13,17,277,201503,28223
80958,15.78,3,55-64,5,5,277,201503,28223
80959,44.65143,5,>=65,6,7,277,201503,28223
80960,63.235,0,filtered,0,2,277,201503,28223
80961,22.73937,4,<=24,4,16,277,201503,28905
80962,251.3725,3,45-54,3,4,277,201503,28905
80963,27.855,3,>=65,3,4,277,201503,28905
80964,41.30769,6,25-34,9,13,277,201503,28905
80965,282.5875,3,35-44,3,4,277,201503,28905
80966,42.505,4,55-64,4,4,277,201503,28905
80967,26.74053,13,Unknown,13,19,277,201503,28002
80968,7.82,3,<=24,3,3,277,201503,28002
80969,25.653,17,25-34,13,20,277,201503,28002
80970,32.61435,18,35-44,18,23,277,201503,28002
80971,70.26429,5,45-54,7,7,277,201503,28002
80972,112.21167,5,55-64,4,6,277,201503,28002
80973,50.112,0,filtered,0,5,277,201503,28002
80974,30.284,20,25-34,17,25,277,201503,28034
80975,33.19654,23,35-44,14,26,277,201503,28034
80976,38.2521,9,45-54,14,19,277,201503,28034
80977,39.96857,6,55-64,6,7,277,201503,28034
80978,72.09,0,filtered,0,4,277,201503,28034
80979,32.50667,5,<=24,9,12,277,201503,28033
80980,22.24583,19,25-34,20,24,277,201503,28033
80981,21.73852,23,35-44,21,27,277,201503,28033
80982,30.33429,12,45-54,12,14,277,201503,28033
80983,155.4675,4,55-64,4,4,277,201503,28033
80984,35.42,3,>=65,3,3,277,201503,28033
80985,50.268,4,25-34,4,5,277,201503,28917
80986,132.71667,12,35-44,13,15,277,201503,28917
80987,20.59714,3,45-54,6,7,277,201503,28917
80988,20.13,3,>=65,4,4,277,201503,28917
80989,36.752,0,filtered,0,5,277,201503,28917
80990,10.46,3,<=24,3,3,277,201503,28035
80991,20.17956,15,25-34,10,23,277,201503,28035
80992,30.7075,16,35-44,15,20,277,201503,28035
80993,34.19723,9,45-54,11,18,277,201503,28035
80994,74.48,9,55-64,7,9,277,201503,28035
80995,57.3325,4,>=65,4,4,277,201503,28035
80996,27.34,5,<=24,5,6,277,201503,28030
80997,28.59,10,25-34,10,18,277,201503,28030
80998,33.82882,16,35-44,19,34,277,201503,28030
80999,33.15231,11,45-54,11,13,277,201503,28030
81000,31.38429,7,55-64,7,7,277,201503,28030
81001,25.7175,3,>=65,3,4,277,201503,28030
81002,11.506,4,<=24,5,5,277,201503,28010
81003,15.27304,18,25-34,19,23,277,201503,28010
81004,35.19417,17,35-44,20,24,277,201503,28010
81005,15.78,4,45-54,4,4,277,201503,28010
81006,149.79571,5,55-64,6,7,277,201503,28010
81007,37.0025,3,>=65,4,4,277,201503,28010
81008,8.84,6,<=24,7,7,277,201503,28038
81009,42.61611,14,25-34,15,18,277,201503,28038
81010,50.16934,12,35-44,10,15,277,201503,28038
81011,82.22,3,45-54,4,4,277,201503,28038
81012,58.17,3,>=65,3,7,277,201503,28038
81013,30.438,0,filtered,0,5,277,201503,28038
81014,14.782,3,<=24,9,15,277,201503,28020
81015,32.09889,13,25-34,15,18,277,201503,28020
81016,80.625,9,35-44,8,10,277,201503,28020
81017,37.33889,5,45-54,8,9,277,201503,28020
81018,57.02429,7,55-64,6,7,277,201503,28020
81019,29.5,0,filtered,0,2,277,201503,28020
81020,28.34435,20,25-34,20,23,277,201503,28015
81021,26.83944,14,35-44,14,18,277,201503,28015
81022,26.22565,9,45-54,15,23,277,201503,28015
81023,12.5425,3,55-64,4,4,277,201503,28015
81024,106.454,4,>=65,5,5,277,201503,28015
81025,27.825,0,filtered,0,2,277,201503,28015
81026,8.68834,6,25-34,5,6,277,201503,28923
81027,163.63214,0,filtered,0,14,277,201503,28923
81028,19.725,9,25-34,8,14,277,201503,28031
81029,74.21353,12,35-44,10,17,277,201503,28031
81030,54.22875,7,45-54,6,8,277,201503,28031
81031,14.858,5,55-64,3,5,277,201503,28031
81032,25.65,0,filtered,0,2,277,201503,28031
81033,17.26476,15,25-34,10,21,277,201503,28922
81034,42.6015,13,35-44,9,20,277,201503,28922
81035,14.794,8,45-54,7,15,277,201503,28922
81036,35.82353,0,filtered,0,17,277,201503,28922
81037,17.24,3,<=24,3,3,277,201503,28003
81038,24.64625,12,25-34,15,16,277,201503,28003
81039,40.17769,18,35-44,16,26,277,201503,28003
81040,18.28857,6,45-54,6,7,277,201503,28003
81041,52.32667,5,>=65,3,6,277,201503,28003
81042,21.4825,0,filtered,0,4,277,201503,28003
81043,55.26222,9,25-34,10,18,277,201503,28224
81044,24.0075,3,35-44,4,4,277,201503,28224
81045,16.782,4,45-54,4,5,277,201503,28224
81046,22.165,9,55-64,9,18,277,201503,28224
81047,426.63,0,filtered,0,1,277,201503,28224
81048,19.93143,4,<=24,6,7,277,201503,28007
81049,14.84842,15,25-34,18,19,277,201503,28007
81050,25.39167,14,35-44,14,18,277,201503,28007
81051,36.11267,8,45-54,8,15,277,201503,28007
81052,67.61125,8,55-64,8,8,277,201503,28007
81053,11.93,0,filtered,0,1,277,201503,28007
81054,10.28333,3,<=24,3,3,277,201503,28028
81055,17.71647,15,25-34,16,17,277,201503,28028
81056,20.45206,13,35-44,22,34,277,201503,28028
81057,23.65466,8,45-54,9,15,277,201503,28028
81058,77.18,4,55-64,4,4,277,201503,28028
81059,85.73667,3,>=65,3,3,277,201503,28028
81060,28.07333,3,<=24,3,3,277,201503,28043
81061,15.17091,10,25-34,11,11,277,201503,28043
81062,40.70118,16,35-44,17,17,277,201503,28043
81063,26.16647,12,45-54,14,17,277,201503,28043
81064,44.27889,6,55-64,8,9,277,201503,28043
81065,24.6425,4,>=65,4,4,277,201503,28043
81066,31.09462,12,35-44,13,13,277,201503,28903
81067,80.08375,8,45-54,7,8,277,201503,28903
81068,81.194,0,filtered,0,10,277,201503,28903
81069,12.664,5,25-34,5,5,277,201503,28023
81070,25.74333,10,35-44,11,15,277,201503,28023
81071,41.98273,10,45-54,9,11,277,201503,28023
81072,59.84222,6,55-64,6,9,277,201503,28023
81073,184.025,0,filtered,0,2,277,201503,28023
81074,33.835,3,25-34,5,6,277,201503,45200
81075,44.65143,3,35-44,6,7,277,201503,45200
81076,26.76091,3,45-54,5,11,277,201503,45200
81077,975.46,0,filtered,0,1,277,201503,45200
81078,23.18875,20,25-34,18,24,277,201503,28001
81079,27.37105,16,35-44,17,19,277,201503,28001
81080,52.8925,7,45-54,7,12,277,201503,28001
81081,7.95333,3,55-64,3,3,277,201503,28001
81082,9.73667,3,>=65,3,3,277,201503,28001
81083,6.16,0,filtered,0,3,277,201503,28001
81084,13.7,3,<=24,3,3,277,201503,28029
81085,27.346,13,25-34,10,15,277,201503,28029
81086,41.77313,13,35-44,9,16,277,201503,28029
81087,15.5725,4,45-54,4,4,277,201503,28029
81088,46.43,8,55-64,8,11,277,201503,28029
81089,6.78667,0,filtered,0,3,277,201503,28029
81090,39.112,9,25-34,14,15,277,201503,28018
81091,24.937,8,35-44,10,10,277,201503,28018
81092,34.56063,7,45-54,12,16,277,201503,28018
81093,49.81,4,55-64,4,6,277,201503,28018
81094,21.22,0,filtered,0,1,277,201503,28018
81095,17.505,5,<=24,6,6,277,201503,28012
81096,30.94143,14,25-34,13,14,277,201503,28012
81097,24.76381,11,35-44,12,21,277,201503,28012
81098,25.28,8,45-54,9,11,277,201503,28012
81099,27.28833,4,55-64,4,6,277,201503,28012
81100,51.29,3,>=65,3,3,277,201503,28012
81101,62.05333,5,25-34,7,9,277,201503,28660
81102,31.79917,11,35-44,9,12,277,201503,28660
81103,36.26334,5,45-54,5,6,277,201503,28660
81104,73.454,4,>=65,4,5,277,201503,28660
81105,58.015,0,filtered,0,2,277,201503,28660
81106,42.002,3,<=24,5,5,277,201503,28032
81107,30.594,5,25-34,5,5,277,201503,28032
81108,28.472,13,35-44,10,20,277,201503,28032
81109,33.63454,10,45-54,9,11,277,201503,28032
81110,24.226,5,55-64,4,5,277,201503,28032
81111,47.95667,3,>=65,3,3,277,201503,28032
81112,22.97833,5,25-34,6,12,277,201503,28027
81113,23.43286,15,35-44,20,21,277,201503,28027
81114,57.42667,12,45-54,11,12,277,201503,28027
81115,20.786,0,filtered,0,5,277,201503,28027
81116,116.86727,8,25-34,9,11,277,201503,28945
81117,28.07,5,55-64,4,5,277,201503,28945
81118,22.48166,0,filtered,0,6,277,201503,28945
81119,21.45141,252,<=24,164,383,277,201503,others
81120,26.56212,814,25-34,401,1233,277,201503,others
81121,32.76613,684,35-44,355,999,277,201503,others
81122,39.72419,381,45-54,254,527,277,201503,others
81123,44.71723,187,55-64,125,260,277,201503,others
81124,39.55804,88,>=65,67,133,277,201503,others
81125,21.37909,97,<=24,94,243,277,201504,28025
81126,28.20444,416,25-34,260,1137,277,201504,28025
81127,29.74588,597,35-44,327,1907,277,201504,28025
81128,36.08318,569,45-54,360,1788,277,201504,28025
81129,40.45554,379,55-64,258,1213,277,201504,28025
81130,47.40472,344,>=65,221,947,277,201504,28025
81131,3131.42,0,filtered,0,1,277,201504,28025
81132,18.77625,36,<=24,33,56,277,201504,28019
81133,40.65153,178,25-34,128,406,277,201504,28019
81134,39.68437,234,35-44,154,528,277,201504,28019
81135,42.11252,250,45-54,140,690,277,201504,28019
81136,55.94888,174,55-64,113,401,277,201504,28019
81137,52.07018,197,>=65,110,503,277,201504,28019
81138,23.39785,44,<=24,43,93,277,201504,28047
81139,31.94591,205,25-34,121,423,277,201504,28047
81140,30.98835,232,35-44,138,541,277,201504,28047
81141,35.56605,243,45-54,138,567,277,201504,28047
81142,36.91214,223,55-64,138,499,277,201504,28047
81143,49.34606,226,>=65,111,485,277,201504,28047
81144,30.05308,10,<=24,10,13,277,201504,28044
81145,76.03623,58,25-34,47,85,277,201504,28044
81146,44.22592,86,35-44,72,142,277,201504,28044
81147,64.70169,79,45-54,67,124,277,201504,28044
81148,65.81787,53,55-64,34,80,277,201504,28044
81149,69.35806,52,>=65,39,72,277,201504,28044
81150,11.87333,3,<=24,3,3,277,201504,U
81151,32.35765,13,25-34,14,17,277,201504,U
81152,32.51333,9,35-44,8,9,277,201504,U
81153,41.13454,4,45-54,5,11,277,201504,U
81154,48.63053,208,Unknown,157,356,277,201504,U
81155,33.09265,56,25-34,20,83,277,201504,28050
81156,35.17587,188,35-44,25,237,277,201504,28050
81157,38.64128,62,45-54,6,86,277,201504,28050
81158,42.02214,12,55-64,5,28,277,201504,28050
81159,39.59,0,filtered,0,15,277,201504,28050
81160,34.044,4,<=24,5,5,277,201504,28054
81161,37.95816,30,25-34,30,49,277,201504,28054
81162,41.49956,83,35-44,61,113,277,201504,28054
81163,79.09107,49,45-54,47,75,277,201504,28054
81164,81.11308,11,55-64,11,13,277,201504,28054
81165,94.52625,7,>=65,7,8,277,201504,28054
81166,14.45,8,<=24,12,16,277,201504,28024
81167,32.71389,44,25-34,43,72,277,201504,28024
81168,55.05733,44,35-44,36,60,277,201504,28024
81169,34.86163,48,45-54,38,98,277,201504,28024
81170,48.23936,22,55-64,24,31,277,201504,28024
81171,34.8745,32,>=65,25,40,277,201504,28024
81172,12.34181,8,<=24,9,11,277,201504,28011
81173,28.93887,34,25-34,30,53,277,201504,28011
81174,60.16632,36,35-44,37,68,277,201504,28011
81175,33.68647,33,45-54,34,51,277,201504,28011
81176,73.54846,23,55-64,18,26,277,201504,28011
81177,72.53066,11,>=65,10,15,277,201504,28011
81178,46.7375,7,<=24,6,8,277,201504,28026
81179,41.87373,36,25-34,31,51,277,201504,28026
81180,45.43091,41,35-44,46,66,277,201504,28026
81181,41.39236,23,45-54,21,34,277,201504,28026
81182,32.90439,21,55-64,19,41,277,201504,28026
81183,107.68667,13,>=65,13,15,277,201504,28026
81184,19.04255,28,25-34,25,47,277,201504,28005
81185,29.21188,31,35-44,26,53,277,201504,28005
81186,39.04119,28,45-54,25,42,277,201504,28005
81187,51.46225,27,55-64,24,40,277,201504,28005
81188,112.01778,14,>=65,12,18,277,201504,28005
81189,16.495,0,filtered,0,2,277,201504,28005
81190,11.11857,7,<=24,7,7,277,201504,28041
81191,29.065,30,25-34,36,64,277,201504,28041
81192,40.21587,32,35-44,29,58,277,201504,28041
81193,41.87482,32,45-54,38,54,277,201504,28041
81194,49.13577,18,55-64,15,26,277,201504,28041
81195,46.06167,6,>=65,5,6,277,201504,28041
81196,25.13,3,<=24,3,5,277,201504,28022
81197,32.03556,9,25-34,9,9,277,201504,28022
81198,162.35368,7,35-44,8,38,277,201504,28022
81199,33.21818,6,45-54,7,11,277,201504,28022
81200,38.485,4,55-64,4,4,277,201504,28022
81201,36.62182,18,25-34,3,22,277,201504,28670
81202,49.06346,19,35-44,3,26,277,201504,28670
81203,42.97714,25,45-54,6,42,277,201504,28670
81204,46.88185,0,filtered,0,54,277,201504,28670
81205,20.565,4,<=24,4,4,277,201504,28045
81206,28.05273,22,25-34,32,44,277,201504,28045
81207,24.57737,30,35-44,29,57,277,201504,28045
81208,31.29564,33,45-54,37,78,277,201504,28045
81209,66.812,7,55-64,8,10,277,201504,28045
81210,80.892,3,>=65,5,5,277,201504,28045
81211,27.539,9,25-34,8,10,277,201504,28007
81212,35.655,16,35-44,13,18,277,201504,28007
81213,59.24945,8,45-54,10,18,277,201504,28007
81214,175.71471,10,55-64,11,17,277,201504,28007
81215,279.4325,4,>=65,4,4,277,201504,28007
81216,8.33333,0,filtered,0,3,277,201504,28007
81217,33.20143,6,25-34,7,7,277,201504,28915
81218,42.65091,16,35-44,17,22,277,201504,28915
81219,60.71,6,45-54,5,6,277,201504,28915
81220,133.635,5,55-64,6,6,277,201504,28915
81221,330.28556,6,>=65,6,9,277,201504,28915
81222,210.3,0,filtered,0,1,277,201504,28915
81223,25.60667,3,<=24,3,3,277,201504,28021
81224,26.34231,11,25-34,10,13,277,201504,28021
81225,36.377,28,35-44,31,40,277,201504,28021
81226,37.88087,17,45-54,17,23,277,201504,28021
81227,278.98857,6,55-64,6,7,277,201504,28021
81228,41.116,4,>=65,3,5,277,201504,28021
81229,11.365,4,<=24,4,4,277,201504,28034
81230,48.36529,16,25-34,17,17,277,201504,28034
81231,29.84737,17,35-44,10,19,277,201504,28034
81232,56.10555,13,45-54,15,18,277,201504,28034
81233,21.825,4,55-64,4,4,277,201504,28034
81234,540.11,0,filtered,0,2,277,201504,28034
81235,32.09333,4,<=24,4,6,277,201504,28030
81236,20.806,12,25-34,13,15,277,201504,28030
81237,34.912,16,35-44,20,30,277,201504,28030
81238,103.36071,10,45-54,12,14,277,201504,28030
81239,48.61572,5,55-64,6,7,277,201504,28030
81240,58.9175,4,>=65,3,4,277,201504,28030
81241,24.26357,8,<=24,11,14,277,201504,28017
81242,33.2673,24,25-34,32,37,277,201504,28017
81243,28.53391,14,35-44,18,23,277,201504,28017
81244,36.306,12,45-54,13,15,277,201504,28017
81245,167.5175,3,55-64,3,4,277,201504,28017
81246,26.97,0,filtered,0,2,277,201504,28017
81247,45.60384,11,25-34,12,13,277,201504,28008
81248,32.34778,12,35-44,13,18,277,201504,28008
81249,25.21188,11,45-54,17,48,277,201504,28008
81250,92.66444,4,55-64,5,9,277,201504,28008
81251,24.16,4,>=65,4,4,277,201504,28008
81252,8.54,0,filtered,0,1,277,201504,28008
81253,17.26625,7,25-34,7,8,277,201504,28223
81254,100.28278,11,35-44,12,18,277,201504,28223
81255,44.388,10,45-54,14,15,277,201504,28223
81256,49.1175,4,55-64,4,4,277,201504,28223
81257,32.15273,8,>=65,9,11,277,201504,28223
81258,13.57,0,filtered,0,1,277,201504,28223
81259,15.30333,3,<=24,3,3,277,201504,28035
81260,25.57369,14,25-34,11,19,277,201504,28035
81261,44.34179,21,35-44,23,28,277,201504,28035
81262,59.31786,10,45-54,7,14,277,201504,28035
81263,53.0825,8,55-64,7,8,277,201504,28035
81264,11.3,0,filtered,0,1,277,201504,28035
81265,16.718,3,<=24,5,5,277,201504,28053
81266,33.60269,11,25-34,16,26,277,201504,28053
81267,47.34066,7,35-44,11,15,277,201504,28053
81268,89.29909,6,45-54,10,11,277,201504,28053
81269,55.43,0,filtered,0,1,277,201504,28053
81270,288.90556,0,filtered,0,9,277,201504,28911
81271,23.6785,15,25-34,15,20,277,201504,28003
81272,74.153,18,35-44,14,20,277,201504,28003
81273,33.99333,3,45-54,3,3,277,201504,28003
81274,77.932,4,55-64,5,5,277,201504,28003
81275,22.15333,0,filtered,0,3,277,201504,28003
81276,14.02667,6,<=24,6,6,277,201504,28033
81277,29.9721,14,25-34,13,19,277,201504,28033
81278,57.11833,20,35-44,16,24,277,201504,28033
81279,28.62636,9,45-54,10,11,277,201504,28033
81280,24.24857,7,55-64,7,7,277,201504,28033
81281,28.1525,4,25-34,4,4,277,201504,28032
81282,37.4008,13,35-44,18,25,277,201504,28032
81283,183.96,6,45-54,6,6,277,201504,28032
81284,22.84727,0,filtered,0,11,277,201504,28032
81285,22.12818,4,<=24,8,11,277,201504,28038
81286,44.34652,18,25-34,21,23,277,201504,28038
81287,19.135,14,35-44,12,18,277,201504,28038
81288,9.96875,7,45-54,7,8,277,201504,28038
81289,26.99636,3,55-64,6,11,277,201504,28038
81290,72.6625,3,>=65,3,4,277,201504,28038
81291,9.15857,6,<=24,6,7,277,201504,28015
81292,28.2375,16,25-34,16,20,277,201504,28015
81293,27.17667,12,35-44,15,15,277,201504,28015
81294,25.05364,11,45-54,17,22,277,201504,28015
81295,77.53333,4,>=65,4,6,277,201504,28015
81296,60.16333,0,filtered,0,3,277,201504,28015
81297,19.90583,14,25-34,17,24,277,201504,28027
81298,24.00143,19,35-44,23,28,277,201504,28027
81299,35.67166,15,45-54,14,18,277,201504,28027
81300,72.1975,4,>=65,4,4,277,201504,28027
81301,71.27,0,filtered,0,2,277,201504,28027
81302,33.37364,10,35-44,9,11,277,201504,28914
81303,111.70285,7,45-54,10,14,277,201504,28914
81304,25.835,0,filtered,0,8,277,201504,28914
81305,24.23444,4,25-34,4,9,277,201504,28320
81306,26.958,4,35-44,5,5,277,201504,28320
81307,73.8,5,45-54,8,10,277,201504,28320
81308,341.85,0,filtered,0,3,277,201504,28320
81309,27.78,4,<=24,5,5,277,201504,28012
81310,15.92539,10,25-34,10,13,277,201504,28012
81311,39.29706,12,35-44,12,17,277,201504,28012
81312,17.255,4,45-54,4,4,277,201504,28012
81313,84.38636,6,55-64,8,11,277,201504,28012
81314,18.088,0,filtered,0,5,277,201504,28012
81315,56.85412,13,25-34,15,17,277,201504,28039
81316,36.37278,15,35-44,12,18,277,201504,28039
81317,32.168,5,45-54,5,5,277,201504,28039
81318,20.24571,3,55-64,6,7,277,201504,28039
81319,27.692,4,>=65,4,5,277,201504,28039
81320,3.565,0,filtered,0,2,277,201504,28039
81321,15.0225,11,Unknown,12,20,277,201504,28002
81322,19.8644,24,25-34,22,25,277,201504,28002
81323,30.3855,15,35-44,14,20,277,201504,28002
81324,23.609,5,45-54,9,10,277,201504,28002
81325,28.61167,4,55-64,5,6,277,201504,28002
81326,39.04,0,filtered,0,6,277,201504,28002
81327,21.395,4,<=24,4,4,277,201504,28029
81328,16.05,7,25-34,5,7,277,201504,28029
81329,47.48696,17,35-44,14,23,277,201504,28029
81330,40.6125,4,45-54,4,4,277,201504,28029
81331,23.042,4,55-64,5,5,277,201504,28029
81332,79.44333,4,>=65,4,6,277,201504,28029
81333,27.38333,11,25-34,11,18,277,201504,28224
81334,49.925,4,35-44,4,4,277,201504,28224
81335,63.64667,6,45-54,6,6,277,201504,28224
81336,105.87222,7,55-64,6,9,277,201504,28224
81337,5.8,0,filtered,0,1,277,201504,28224
81338,13.9375,12,25-34,11,16,277,201504,28922
81339,19.78318,15,35-44,9,22,277,201504,28922
81340,28.715,7,45-54,7,12,277,201504,28922
81341,42.57583,10,55-64,3,12,277,201504,28922
81342,53.99778,6,>=65,5,9,277,201504,28922
81343,10.01,0,filtered,0,1,277,201504,28922
81344,7.5175,4,<=24,4,4,277,201504,28036
81345,23.75,17,25-34,14,25,277,201504,28036
81346,26.76188,13,35-44,14,16,277,201504,28036
81347,52.08786,8,45-54,11,14,277,201504,28036
81348,23.78,4,55-64,3,4,277,201504,28036
81349,16.1756,22,25-34,20,25,277,201504,28010
81350,31.93,9,35-44,9,11,277,201504,28010
81351,45.475,4,45-54,4,4,277,201504,28010
81352,100.678,3,55-64,3,5,277,201504,28010
81353,74.626,4,>=65,4,5,277,201504,28010
81354,5.42,0,filtered,0,2,277,201504,28010
81355,20.63667,3,25-34,3,3,277,201504,28660
81356,44.65727,10,35-44,11,11,277,201504,28660
81357,71.13167,6,45-54,6,6,277,201504,28660
81358,135.1675,3,55-64,3,4,277,201504,28660
81359,44.604,5,>=65,5,5,277,201504,28660
81360,38.84,0,filtered,0,1,277,201504,28660
81361,18.8253,15,25-34,15,17,277,201504,28028
81362,19.29571,11,35-44,8,14,277,201504,28028
81363,17.0329,12,45-54,16,38,277,201504,28028
81364,105.9,3,55-64,3,3,277,201504,28028
81365,16.80636,0,filtered,0,11,277,201504,28028
81366,38.89562,4,25-34,11,16,277,201504,28935
81367,24.9377,12,35-44,10,13,277,201504,28935
81368,50.74333,3,45-54,3,3,277,201504,28935
81369,39.91,3,55-64,3,3,277,201504,28935
81370,112.295,0,filtered,0,4,277,201504,28935
81371,118.88273,6,35-44,7,11,277,201504,28923
81372,27.63417,0,filtered,0,12,277,201504,28923
81373,38.92273,10,25-34,9,11,277,201504,28100
81374,23.1525,4,45-54,4,4,277,201504,28100
81375,42.66667,9,35-44,8,9,277,201504,28100
81376,96.28857,0,filtered,0,7,277,201504,28100
81377,8.76333,3,<=24,3,3,277,201504,28006
81378,11.95334,15,25-34,15,15,277,201504,28006
81379,121.8,5,35-44,5,5,277,201504,28006
81380,43.17,7,45-54,10,14,277,201504,28006
81381,16.99667,3,55-64,3,3,277,201504,28006
81382,19.93667,3,>=65,3,3,277,201504,28006
81383,14.976,4,<=24,4,5,277,201504,28004
81384,15.77132,22,25-34,27,38,277,201504,28004
81385,50.676,10,35-44,10,10,277,201504,28004
81386,17.19625,13,45-54,16,16,277,201504,28004
81387,10.13,0,filtered,0,5,277,201504,28004
81388,28.35111,24,25-34,21,27,277,201504,28020
81389,20.31385,13,35-44,10,13,277,201504,28020
81390,31.36111,9,45-54,9,9,277,201504,28020
81391,16.19889,0,filtered,0,9,277,201504,28020
81392,174.34667,3,35-44,3,3,277,201504,28918
81393,154.815,0,filtered,0,6,277,201504,28918
81394,25.62571,4,25-34,6,7,277,201504,28917
81395,32.19905,11,35-44,18,21,277,201504,28917
81396,27.05,3,45-54,4,5,277,201504,28917
81397,29.15429,4,>=65,5,7,277,201504,28917
81398,41.328,0,filtered,0,5,277,201504,28917
81399,20.69778,219,<=24,141,351,277,201504,others
81400,25.76801,764,25-34,372,1082,277,201504,others
81401,35.29492,734,35-44,360,1032,277,201504,others
81402,42.76128,376,45-54,229,541,277,201504,others
81403,34.62027,174,55-64,106,261,277,201504,others
81404,48.82481,90,>=65,77,135,277,201504,others
81405,23.14514,94,<=24,102,255,277,201505,28025
81406,24.40123,444,25-34,292,1303,277,201505,28025
81407,33.82805,662,35-44,360,2152,277,201505,28025
81408,37.04982,576,45-54,352,1915,277,201505,28025
81409,38.30999,388,55-64,282,1273,277,201505,28025
81410,46.27517,358,>=65,232,1070,277,201505,28025
81411,31.76389,42,<=24,43,72,277,201505,28019
81412,34.26942,196,25-34,127,400,277,201505,28019
